source_file,source_page,source_row,reason,original_record
Drug_Products_Directory_Yemen.pdf,183,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوػ ٍخ انذيى ٌخ وانمهت"
Drug_Products_Directory_Yemen.pdf,183,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انجهطبد"
Drug_Products_Directory_Yemen.pdf,183,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انجهطبد"
Drug_Products_Directory_Yemen.pdf,183,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انجهطبد"
Drug_Products_Directory_Yemen.pdf,184,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,184,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,184,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,184,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Gardiasis جبسد ٌب واي ٍج ٍب"
Drug_Products_Directory_Yemen.pdf,184,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انهضى"
Drug_Products_Directory_Yemen.pdf,185,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,185,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,185,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انهضى"
Drug_Products_Directory_Yemen.pdf,185,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Asthma انشثى ً انشؼج"
Drug_Products_Directory_Yemen.pdf,185,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,186,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,186,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","استفبع ضغظ انذو"
Drug_Products_Directory_Yemen.pdf,186,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","استفبع ضغظ انذو"
Drug_Products_Directory_Yemen.pdf,186,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infection اصبثبد ً انجهبص انجىن"
Drug_Products_Directory_Yemen.pdf,186,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Shock انصذيخ األغ ًبئ ٍخ"
Drug_Products_Directory_Yemen.pdf,186,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,186,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ا َتظبو ضشثبد انمهت"
Drug_Products_Directory_Yemen.pdf,187,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,187,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,187,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,187,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد"
Drug_Products_Directory_Yemen.pdf,188,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,188,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيغبن"
Drug_Products_Directory_Yemen.pdf,188,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انجهبص ً انت ُفغ"
Drug_Products_Directory_Yemen.pdf,188,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Local انتخذ ٌش ً ان ًىضؼ"
Drug_Products_Directory_Yemen.pdf,190,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,190,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
Drug_Products_Directory_Yemen.pdf,190,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,190,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,190,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,191,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,191,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,191,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,191,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,191,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,191,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,191,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,192,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,192,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,192,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,192,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,192,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,192,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,192,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,193,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انكجذ"
Drug_Products_Directory_Yemen.pdf,193,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انكجذ"
Drug_Products_Directory_Yemen.pdf,193,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انكجذ"
Drug_Products_Directory_Yemen.pdf,193,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,193,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,193,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,194,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,194,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Asthma انشثى ً انشؼج"
Drug_Products_Directory_Yemen.pdf,194,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Gardiasis جبسد ٌب واي ٍج ٍب"
Drug_Products_Directory_Yemen.pdf,194,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انغذح انذسل ٍخ"
Drug_Products_Directory_Yemen.pdf,194,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انغذح انذسل ٍخ"
Drug_Products_Directory_Yemen.pdf,195,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انغذح انذسل ٍخ"
Drug_Products_Directory_Yemen.pdf,195,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ُتىء انصغ ٍشح"
Drug_Products_Directory_Yemen.pdf,195,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,195,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انجهبص ً انت ُفغ"
Drug_Products_Directory_Yemen.pdf,195,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انجهبص ً انت ُفغ"
Drug_Products_Directory_Yemen.pdf,195,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,195,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,196,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيغبن"
Drug_Products_Directory_Yemen.pdf,196,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيغبن"
Drug_Products_Directory_Yemen.pdf,196,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ً انذو ٌ ف ص ٌبدح انذهى"
Drug_Products_Directory_Yemen.pdf,196,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,196,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,196,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األصبثبد انف ٍشوع ٍخ"
Drug_Products_Directory_Yemen.pdf,196,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األصبثبد انف ٍشوع ٍخ"
Drug_Products_Directory_Yemen.pdf,197,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األصبثبد انف ٍشوع ٍخ"
Drug_Products_Directory_Yemen.pdf,197,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,197,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,197,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,197,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ان ًؼذح"
Drug_Products_Directory_Yemen.pdf,197,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األصبثبد انف ٍشوع ٍخ"
Drug_Products_Directory_Yemen.pdf,197,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األصبثبد انف ٍشوع ٍخ"
Drug_Products_Directory_Yemen.pdf,198,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Asthma انشثى ً انشؼج"
Drug_Products_Directory_Yemen.pdf,198,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Asthma انشثى ً انشؼج"
Drug_Products_Directory_Yemen.pdf,198,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","استفبع ضغظ انذو"
Drug_Products_Directory_Yemen.pdf,198,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انجهبص ً انت ُفغ"
Drug_Products_Directory_Yemen.pdf,199,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انجهبص ً انت ُفغ"
Drug_Products_Directory_Yemen.pdf,199,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,199,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,199,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,199,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,199,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,199,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Insumnea األسق وانمهك"
Drug_Products_Directory_Yemen.pdf,200,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Gardiasis جبسد ٌب واي ٍج ٍب"
Drug_Products_Directory_Yemen.pdf,200,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انجهطبد"
Drug_Products_Directory_Yemen.pdf,200,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيغبن"
Drug_Products_Directory_Yemen.pdf,200,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Analgesic يهذئبد األوجبع وانح ًى"
Drug_Products_Directory_Yemen.pdf,200,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Gardiasis جبسد ٌب واي ٍج ٍب"
Drug_Products_Directory_Yemen.pdf,200,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انتهبثبد انؼظبو"
Drug_Products_Directory_Yemen.pdf,200,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انتهبثبد انؼظبو"
Drug_Products_Directory_Yemen.pdf,201,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,201,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,201,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,201,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
Drug_Products_Directory_Yemen.pdf,201,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
Drug_Products_Directory_Yemen.pdf,201,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
Drug_Products_Directory_Yemen.pdf,201,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انهضى"
Drug_Products_Directory_Yemen.pdf,202,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انهضى"
Drug_Products_Directory_Yemen.pdf,202,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انهضى"
Drug_Products_Directory_Yemen.pdf,202,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انجهبص ً انت ُفغ"
Drug_Products_Directory_Yemen.pdf,202,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انغغىالد األ َثى ٌخ"
Drug_Products_Directory_Yemen.pdf,202,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Analgesic يهذئبد األوجبع وانح ًى"
Drug_Products_Directory_Yemen.pdf,203,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Analgesic يهذئبد األوجبع وانح ًى"
Drug_Products_Directory_Yemen.pdf,203,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Analgesic يهذئبد األوجبع وانح ًى"
Drug_Products_Directory_Yemen.pdf,203,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,204,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,204,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,204,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,204,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,204,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,205,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,205,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,205,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,209,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,209,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,209,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,209,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Analgesic يهذئبد األوجبع وانح ًى"
Drug_Products_Directory_Yemen.pdf,210,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيغبن"
Drug_Products_Directory_Yemen.pdf,210,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,210,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,210,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,210,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,211,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Gardiasis جبسد ٌب واي ٍج ٍب"
Drug_Products_Directory_Yemen.pdf,211,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Gardiasis جبسد ٌب واي ٍج ٍب"
Drug_Products_Directory_Yemen.pdf,211,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Gardiasis جبسد ٌب واي ٍج ٍب"
Drug_Products_Directory_Yemen.pdf,211,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Gardiasis جبسد ٌب واي ٍج ٍب"
Drug_Products_Directory_Yemen.pdf,211,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Gardiasis جبسد ٌب واي ٍج ٍب"
Drug_Products_Directory_Yemen.pdf,211,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Gardiasis جبسد ٌب واي ٍج ٍب"
Drug_Products_Directory_Yemen.pdf,211,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Gardiasis جبسد ٌب واي ٍج ٍب"
Drug_Products_Directory_Yemen.pdf,212,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انهضى"
Drug_Products_Directory_Yemen.pdf,212,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","انهضى"
Drug_Products_Directory_Yemen.pdf,212,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Gardiasis جبسد ٌب واي ٍج ٍب"
Drug_Products_Directory_Yemen.pdf,212,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Gardiasis جبسد ٌب واي ٍج ٍب"
Drug_Products_Directory_Yemen.pdf,212,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Gardiasis جبسد ٌب واي ٍج ٍب"
Drug_Products_Directory_Yemen.pdf,212,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Gardiasis جبسد ٌب واي ٍج ٍب"
Drug_Products_Directory_Yemen.pdf,212,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Gardiasis جبسد ٌب واي ٍج ٍب"
Drug_Products_Directory_Yemen.pdf,213,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انجهبص ً انت ُفغ"
Drug_Products_Directory_Yemen.pdf,213,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,213,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,213,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األوجبع"
Drug_Products_Directory_Yemen.pdf,213,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,213,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,214,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","vomiting ٌ انغث ٍب وانطشػ"
Drug_Products_Directory_Yemen.pdf,214,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,214,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,214,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,214,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
Drug_Products_Directory_Yemen.pdf,215,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,215,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,215,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
Drug_Products_Directory_Yemen.pdf,215,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
Drug_Products_Directory_Yemen.pdf,215,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
Drug_Products_Directory_Yemen.pdf,215,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","ٌ انشبئؼخ انذ ٌذا"
Drug_Products_Directory_Yemen.pdf,216,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,216,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,216,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,216,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,216,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,216,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,216,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,217,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,217,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,217,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,217,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,217,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,217,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
Drug_Products_Directory_Yemen.pdf,217,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
Drug_Products_Directory_Yemen.pdf,218,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,218,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,218,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Disorders اضطشاثبد انجهبص ً انت ُفغ"
Drug_Products_Directory_Yemen.pdf,218,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,218,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,218,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,219,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,219,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
Drug_Products_Directory_Yemen.pdf,219,4,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Analgesic يهذئبد األوجبع وانح ًى"
Drug_Products_Directory_Yemen.pdf,219,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","َضالد انجشد"
Drug_Products_Directory_Yemen.pdf,219,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األيشاض انؼمه ٍخ"
Drug_Products_Directory_Yemen.pdf,221,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,221,5,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Deficiency َمص ف ٍتبي ٍُبد"
Drug_Products_Directory_Yemen.pdf,221,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Asthma انشثى ً انشؼج"
Drug_Products_Directory_Yemen.pdf,221,7,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Asthma انشثى ً انشؼج"
Drug_Products_Directory_Yemen.pdf,222,1,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Asthma انشثى ً انشؼج"
Drug_Products_Directory_Yemen.pdf,222,2,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
Drug_Products_Directory_Yemen.pdf,222,3,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","األنتهبثبد انجذنذ ٌخ"
Drug_Products_Directory_Yemen.pdf,222,6,"Arabic source text extracted from PDF requires visual/source review; value was preserved without correction","Infections األصبثبد انجكت ٍش ٌخ"
